Artist,Tags
Sunflower Bean,"indie rock, Psychedelic Rock, psychedelic, seen live, indie, rock, female vocalists, USA, new york, indie pop, psychedelic pop, dream pop, Neo-Psychedelia, post-punk, shoegaze, american, male vocalists, under 2000 listeners, 10s, 2010s, Loved in Berkeley, alternative, alternative rock, pop rock, new wave, synth pop, jangle pop, soft rock, folk rock, aggressive, psychedelic folk, 4, saw live, manhattan, 20s, United States, All, music i tried but didnt like, listentothis, flowers and plants, 2020s, rutracker, flowerpowerpsychedelicpop, sxsw 2016, pickathon 2017, burgerrecords, kentsimbtemp, MusicLibrary, 20210213-J-Musiclist, upcoming album 2024"
Kate Miller-Heidke,"australian, singer-songwriter, female vocalists, seen live, pop, Aussie, female, indie pop, indie, alternative, quirky, singer songwriter, acoustic, australia, female vocalist, chillout rock, folk, beautiful voice, Brisbane, Kate Miller-Heidke, rock, guitar, alternative pop, female artists, lesser known yet streamable artists, Eurovision Song Contest, Eurovision, kgrl, ESC, wonderous, opera, indie rock, Voice, pretty, female vocals, singer-songwriters, 10s, alt pop, alt-pop, seen live x2, oceania, Favourite song, seen live x3, recommendations, great vocals, triple j, Coachella 2010, indie pop australian, Eurovision 2019, eurovision song contest 2019, ESC 2019, chillout, electronic, alternative rock, catchy, 3, party, unique, Favorite Artists, Adult Alternative, chilled, Random, 2007, f, chicks, cool, interesting, 00s, unusual, Favorite, lyrical, english, female singer, live gesehen, get, Female Voices, awesome live, 2000s, radio paradise, radioparadise, female singer-songwriter, addicting, great voice, postmodern, wit, Faves, chanteuses, 20s, geohash:r7hgdpx7v9js, Queensland, 1981-11-16, australian artists, actress, Sirens of Song, All, man beating a goat, female voice, honest, Female Artist, alternative pop-rock"
POWERS,"pop, electronic, soul, USA, american, All, alternative, alternative rock, female vocalists, dance-pop, Electro Pop, Electronic Pop, male vocalists, 4, BIRP, powers, yandex music"
Alex Weston,"Soundtrack, contemporary classical, composer, film scores"
Hey Marseilles,"folk, indie, acoustic, seattle, singer-songwriter, seen live, indie folk, indie pop, orchestral, orchestral folk, folkestra, rock, american, folk rock, alternative, washington, USA, chamber pop, baroque pop, strings, male vocalists, All, french, instrumental, indie rock, unsigned, Love, piano, beautiful, singer songwriter, 00s, warm, 2013, lovely, check out, electric, accordion, exclamations, sxsw 2012, SXSW 2013, geohash:c23nb5pf9pqn, sxsw 2015, keep an eye on, large, northwest, for later, New Bands, north america, mixed genre, flaneur, Indie music, tagged to remember, Exactly 2000 listeners, artist to check out, a long red glare, towns and cities, unconventional instrumentation, us-singer, terry seen live, private:watchlist, via:8tracks, chamber pop music, hey marseilles, Nationals I like, Folkestral"
Bad Bad Hats,"indie pop, indie, seen live, twee, female vocalists, Minneapolis, alternative, Minnesota, indie rock, USA, indiepop, tweepop, -, inde pop, mrc, upcoming album 2024"
Anna of the North,"pop, norwegian, indie pop, Norway, electronic, dream pop, synthpop, seen live, female vocalists, electropop, alternative rnb, indie, scandinavian, ambient, experimental, acoustic, synth pop, ambient pop, New Zealand, synth, nordic, female vocals, female vocalist, dance pop, want to see live, 10s, 2010s, electro-pop, Norge, All, art pop, -, redrage keys, gals, my 10s, listen to later, anna lotterud, names of people, norwegian female vocalists, dreamsynth, vapor pop, vapor soul, indie poptimism, anna of the north, 4-25"
Knox Hamilton,"indie rock, seen live, USA, christian, powerpop, indie, pop, rock, dance, pop rock, american, Pop-Rock, under 2000 listeners, arkansas, easy-listening, relevant magazine"
Sibylle Baier,"folk, singer-songwriter, female vocalists, acoustic, 70s, german, germany, melancholy, Lo-Fi, melancholic, female vocalist, indie folk, contemporary folk, female, Dreamy, beautiful, ethereal, Female Voices, freak folk, singer-songwriters, All, indie, guitar, haunting, folk noir, soft, psychedelic folk, sweet, a buried treasure"
The Like,"indie, female vocalists, indie rock, seen live, alternative, rock, indie pop, alternative rock, american, pop, pop rock, California, 00s, power pop, female vocalist, Girl Rock, los angeles, chick rock, The like, USA, Retro, girl group, female, folk, female vocals, female fronted, 10s, british, Lo-Fi, britpop, sunshine pop, girls, download, Mellow, punk rock, Garage Rock, favourite, Acoustic Rock, female vocal, Favorite, Pop-Rock, Grey's Anatomy, listen to, girl power, Girl, girly, Girl Groups, LA, All, girls with guitars, mod revival, just ladies, female fronted rock, girls band, breathless kisses and papercuts"
flowerkid,"indie pop, indie, electropop, pop, sad, downtempo, acoustic, australia, male vocalists, multiple artists, 3-5, nme 100"
John Craigie,"folk, indie folk, acoustic, singer-songwriter, americana, John Craigie, seen live, indie, USA, los angeles, Dream, II Jan, who could ever ever ask for more"
Labrinth,"electronic, british, rnb, dance, r&b, pop, seen live, Hip-Hop, Grime, UK, dubstep, male vocalists, hip hop, england, electronica, soul, Labrinth, Soundtrack, chillout, electropop, indie, electro, london, r'n'b, britain, Disco, experimental, pop rock, dance-pop, arena rock, techno, Drum, bass, Drum n Bass, nu soul, composer, My, garage, gospel, male vocalist, rhythm and blues, Ballad, popular, english, synth-pop, pop rap, 4 Stars, gaming, United Kingdom, not, geohash:u10j0j252j81, hackney, Electro-Hop, All, listen to more, alternative hip hop, bass music, spotify, contemporary rnb, contemporary r&b, bands ive seen live, Television Music, alternative rnb, 6 stars, pop soul, future bass, lovin' it, need more, over 1 million listeners, Need to Rate, indie poptimism"
Katie Pruitt,"country, seen live, indie, folk, americana, folk rock, singer-songwriter, american, indie folk, queer, alternative country, Nashville"
Goth Babe,"dream pop, Lo-Fi, indie pop, Garage Rock, alternative, post-punk, seen live, indie, pop, Surf, indie rock, USA, shoegaze, american, male vocalists, surf rock, yearning, chillwave, fuzz, Olivia"
Anna Leone,"indie, folk, singer-songwriter, female vocalists, indie folk, folk pop, Sweden, All"
PLGRMS,"electronic, alternative, australian, australia"
BreezyBerg,
BANNERS,"indie, indie pop, pop, alternative, british, seen live, UK, pop rock, england, liverpool, rock, indie rock, 2010s, United Kingdom, alt-rock"
Drab City,"dream pop, trip-hop, shoegaze, Psychedelic Rock, jazz, female vocalists, USA, Lo-Fi, new wave, psychedelic pop, psychedelic, trip hop, slowcore, alternative pop, 20s, slacker rock, Jizz Jazz"
Mystery Jets,"indie, seen live, indie rock, british, alternative, britpop, rock, alternative rock, indie pop, london, pop, UK, 00s, experimental, male vocalists, new prog, english, Mystery Jets, Post-punk revival, england, post-punk, fun, Progressive rock, electronic, Psychedelic Rock, nme, british rock, new"
Cassowary,"soul, funk, jazz, rnb, seen live, USA, los angeles"
Caroline Smith & The Good Night Sleeps,"folk, seen live, indie, Minnesota, acoustic, singer-songwriter, female vocalists, Alt-country, indie folk, female vocalist, blank and the blanks, alternative, twin cities, USA, folk-rock, groove, american, interesting, Local, listen, vulnerable, nu-bluz, adelle, la la love, Nu-Bluz Funky Grooves in the E-Lounge, hamonica, neidetesao"
The Japanese House,"electronic, indie pop, dream pop, seen live, indie, art pop, british, ambient, pop, female vocalists, queer, electronica, electropop, experimental, UK, ambient pop, indietronica, england, synthpop, vapor soul, modern dream pop, female, alternative, indie rock, singer-songwriter, synth pop, minimal, london, female vocalist, english, 2010s, All, popindie, alt-pop, Dirty Hit, rooms and buildings, 2020s, 3-5, ten million plays, wlw,  indie pop, sxsw 2017, indie poptimism"
Monica Martin,"indie pop, electronic, seen live, soul, female vocalists, funk, american, smooth, soulful, wisconsin, nap pop, November 23, phox"
Ray LaMontagne,"folk, singer-songwriter, acoustic, indie, Acoustic Rock, seen live, american, male vocalists, Mellow, chill, soul, folk-rock, ray lamontagne, folk rock, rock, alternative, indie rock, americana, blues, indie folk, Love, favorites, Alt-country, USA, maine, male vocalist, 00s, Favorite, guitar, melancholy, amazing voice, new hampshire"
Winnetka Bowling League,"alternative, indie pop, indie, seen live, USA, pop rock, los angeles"
keshi,"Lo-Fi, rnb, alternative, alternative rock, seen live, USA, american, electronic, indie, hip hop, pop, chill, rock, female vocalists, singer-songwriter, acoustic, beats, female vocal, us, Houston, in english, chill RnB, chillhop, ten million plays, Passion of Discovery, top 15 2023"
Tipling Rock,"indie, USA, Indie-Rock"
Thelma Plum,"folk, australian, female vocalists, singer-songwriter, indie, seen live, australia, indie pop, female vocalist, Brisbane, pop, alternative, piano, acoustic, indie folk, check out, All, aboriginal, seen live more than once, -, FREE DOWNLOADS FROM FEMALE VOCALISTS AND FEMALE FRONTED BANDS, 4-25"
James Vincent McMorrow,"folk, singer-songwriter, indie, irish, indie folk, seen live, acoustic, male vocalists, alternative, Love, dublin, rock, indie pop, Mellow, ireland, james vincent mcmorrow, electronic, pop, soul, british, indie rock, art pop"
Son Lux,"electronic, experimental, trip-hop, ambient, seen live, indie, anticon, electronica, post-rock, ethereal, art pop, USA, american, trip hop, chillout, alternative, indie rock, glitch, post-hardcore, rock, alternative rock, new york, downtempo, chamber pop, Dreamy, atmospheric, dream pop, abstract hip-hop, All, indie electronic, singer-songwriter, piano, indietronica, Avant-Garde, male vocalists, to listen, Indietronic, alternative rap, us, asciiecho, son lux"
Lewis Del Mar,"pop, experimental, american, indie, folk, new york, indie pop, indie rock, folk-pop, electronica, seen live, rock, alternative, alternative rock, USA, indietronica, Experimental pop, glitch, folktronica, indie folk, male vocalists, folk pop, 10s, United States, somafm, Bagel"
Deep Thought,"techno, new beat, deutsch, NOT PROGRESSIVE ROCK, Progressive rock, downtempo, trip hop, ebm, under 2000 listeners"
Camellia Hartman,soul
Velvet Negroni,"rnb, Minnesota, experimental, USA, alternative rnb, electronic, seen live, pop, soul, Minneapolis, United States, r'n'b, RnB-soul"
EL VY,"indie rock, indie, rock, seen live, alternative, pop, alternative rock, USA, american, indie pop, Lo-Fi, Indie-Rock, male vocalist, 00s, Ohio, boring, god, United States, alt-rock, Post-punk revival, Indie - Us, best background for cigarettes, matt berninger"
KAMAUU,"soul, Hip-Hop, rap, funk, rnb, United States"
Foster The People,"indie, indie pop, alternative, american, seen live, los angeles, indie rock, pop, electronic, rock, alternative rock, male vocalists, indietronica, foster the people, USA, Neo-Psychedelia, electropop, dance, California, alternative dance, pop rock, pumped up kicks, 10s, 00s, Indietronic, indie dance, synthpop"
Patrick Watson,"indie, singer-songwriter, seen live, folk, Canadian, alternative, indie pop, electronic, male vocalists, indie rock, experimental, canada, piano, montreal, pop, indie folk, chamber pop, rock, acoustic, quebec, Mellow, lowlands 2007, post-rock, 00s, Lowlands 2009, ambient, dream pop, male vocalist, art pop, cabaret, indie-pop, Patrick Watson, chillout, chill, slow, psychedelic, Dreamy, genius, cabaret pop, singer-songwritergdchill, folkgdchill"
The Avener,"electronic, House, deep house, lounge, french, tech-house, dance, tech house, seen live, downtempo, france, chillout, electronica, pop, electro, techno, electro house, idm, groove, guitar, club, top, Progressive House, french house, dj, francais, DIsco House, 10s, funky house, EDM, deleted, nu-disco, lounge music, from: france, lieblingslied, electronic-lounge, party shit, Nu-Bluz Funky Grooves in the E-Lounge, prio2, the Avener, mixtaperoom"
Beeef,"indie, alternative"
Serena Ryder,"Canadian, female vocalists, singer-songwriter, folk, indie, seen live, acoustic, alternative, folk rock, pop, rock, indie pop, blues, canada, Love, female vocalist, indie rock, guitar, female singer-songwriter, Alt-country, indie folk, makes me sing, alternative rock, calm, inspired, female artists, ontario, Lollapalooza 2008, cancon, soul, Progressive rock, dance, pop rock, 90s, amazing, blues rock, investigate, singer songwriter, rock n roll, folk pop, 00s, singer-songwriters, Singer/Songwriter, toronto, Grey's Anatomy, Aussie, check out, Female Voices, female singers, beautiful voice, radio paradise, radioparadise, <3, bonnaroo, female rock, want to see, best songs ever, Sirens of Song, All, canadians, My Favorites, do sprawdzenia, seen live x2, in love, New Bands, 2008 Bonnaroo, seen live 2009, song noir, Oh Canada, amazing vocals, heard on the cbc, canadian singer, play it again, lastfm discovery, acts to check out asap, post folk core, Post Core, merkliste, Vagina rock, sexy sexy sexy, artists and bands i have seen, artists or bands i have interviewed, Canuck, the strombo show, songs to sing along with, beautiful woman, out of love, favourite voice, post amoeba, 100s, Female solo artists, Mellow Moods, love u, Serena Ryder, se oye bueno para lollapalooza 2008, chic-band, recommended by george stroumboulopoulos, Simply Sean Selection, southern gothic productions, Little Bit of Red"
t.A.T.u.,"pop, russian, female vocalists, electronic, dance, rock, electronica, tatu, Russian Pop, alternative, female, Russia, pop rock, 00s, lesbian, female vocalist, electropop, sexy, trance, techno, female vocals, seen live, Europop, world, synthpop, electro, guilty pleasure, Eurovision, chillout, 3, World Music, chill, Skitz0rz, uitluisteren artist, holloween skitz0rz, fav888, my dance room, gay, sunflower, duo, eurodance, Pop-Rock, Girl Groups, Guilty Pleasures"
